,nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr,user_name,sample_date,age_range,pronunciation,gender
1110,105,162.38095238095238,0.7103822510052089,-0.5223379938728421,155.0,125.0,42.38202245840091,105.0,275.0,125.0,190.0,65.0,akiplaner,20110929,Youth,European,Male
1111,122,166.14754098360655,1.0967970523494803,0.8193164893820293,160.0,165.0,38.950298749069475,110.0,275.0,135.0,180.0,45.0,akiplaner,20110929,Youth,European,Male
1112,41,137.4390243902439,3.4766437997700077,15.875470739296105,135.0,135.0,10.007433287282264,125.0,190.0,135.0,140.0,5.0,akiplaner,20150528,Adult,European,Male
1113,58,127.15517241379311,0.2293471589490997,-1.0938248047544363,102.5,85.0,62.89778290159194,25.0,255.0,85.0,185.0,100.0,akp,20150308,Adult,American,Male
1114,66,116.3888888888889,0.5317895029976198,-0.872317716207208,87.5,85.0,72.01909079426629,25.0,275.0,53.75,178.75,125.0,akp,20150308,Adult,American,Male
1116,106,123.49056603773585,-1.9632052831200362,6.029994349066335,125.0,115.0,22.80112761321945,35.0,160.0,115.0,140.0,25.0,albert,20120314,Adult,American,Male
1117,149,99.49664429530202,0.4303081154013715,0.711443727458601,100.0,105.0,13.470636303847012,70.0,145.0,90.0,105.0,15.0,aldobranti,20130208,Senior,British,Male
1122,84,117.04365079365078,0.9073402934952719,0.7553806758949286,102.5,95.0,42.35413124162214,30.0,235.00000000000003,90.0,135.0,45.0,alexfoster,20090217,Adult,British,Male
1123,92,131.11438923395443,0.5403385793671689,-1.0706575266894323,90.0,90.0,56.89799679970911,33.333333333333336,260.0,90.0,181.25,91.25,alienation,20120207,Adult,Australian,Female
1124,23,206.1594202898551,-0.20401225493378428,-1.9119337338846525,265.0,270.0,67.10802234059553,126.66666666666667,270.0,130.0,270.0,140.0,alig,20091130,Adult,Other,Male
1125,72,223.03571428571428,-0.8481923272659486,-1.066183581504062,250.0,265.0,56.08100085111342,120.0,275.0,150.0,265.0,115.0,alig,20091130,Adult,Other,Male
1126,125,104.12,1.809287579852388,11.207488286040116,105.0,110.0,28.91410728346978,25.0,255.0,95.0,110.0,15.0,alliga34tor,20090201,Adult,American,Male
1127,51,165.8403361344538,-0.7290100597830741,-0.5769318272362622,180.0,25.0,76.5613399383548,22.857142857142858,270.0,147.5,222.5,75.0,allison,20120707,Adult,American,Female
1128,37,144.4015444015444,-0.3642758177638136,-1.526716099535456,180.0,25.0,91.01612955274518,22.857142857142858,275.0,25.0,215.0,190.0,allison,20120707,Adult,American,Female
1129,133,173.94736842105263,-1.632139265460415,8.307285689449458,170.0,160.0,32.351759266866125,25.0,250.0,160.0,185.0,25.0,almotter,20110721,Adult,American,Female
1130,119,177.39495798319328,-0.10049939434139164,5.393783864434546,170.0,165.0,30.033935564664784,25.0,270.0,160.0,187.5,27.5,almotter,20110721,Adult,American,Female
1132,27,152.77777777777777,0.08091905021596517,-0.33005283614286984,145.0,120.0,62.42526395816772,25.0,270.0,117.5,197.5,80.0,alphadecay,20090623,Adult,American,Male
1133,39,128.71794871794873,3.0573000307020264,10.844531758079691,120.0,120.0,29.736404967776902,100.0,270.0,115.0,127.5,12.5,alphadecay,20090623,Adult,American,Male
1134,42,148.57142857142858,2.06797589229599,5.267473733661067,140.0,125.0,33.24307508062885,105.0,275.0,125.0,165.0,40.0,alphadecay,20090623,Adult,American,Male
1135,88,173.1060606060606,-0.577204259290857,0.37340009262955,182.5,185.0,56.30801263143086,25.0,275.0,170.0,190.0,20.0,alufers,20140918,Youth,European,Male
1136,28,216.78571428571428,-1.704463979701405,1.4887397712860055,235.00000000000003,240.0,49.84286533185864,95.0,265.0,215.0,242.5,27.5,amichaischreiber,20100507,Adult,Other,Male
1138,687,96.41841858165644,0.523688145029186,0.07331348154715966,100.0,25.0,56.83168089562742,20.833333333333332,275.0,35.0,120.0,85.0,amolmg,01202009,Unknown,Indian,Male
1139,7818,185.37989255564082,-0.5488530799695761,-0.6348719731047852,200.0,250.0,58.344959246881864,25.0,275.0,135.0,235.00000000000003,100.00000000000003,an4,20000000,Unknown,Other,not_specified
1142,246,132.72086720867208,1.0995749808294122,-0.4791325513364888,90.0,90.0,66.32793858009599,40.0,275.0,90.0,193.75,103.75,andpyk,20140324,Adult,Other,Male
1143,191,203.4520069808028,0.6448382356667158,-0.961814794382597,195.0,175.00000000000003,31.89980123046678,165.0,275.0,175.00000000000003,230.0,54.99999999999997,andrewg,20110130,Adult,Other,Male
1145,109,118.09043250327655,-1.0239447920811995,-0.798570702834879,145.0,150.0,51.208359396711536,22.857142857142858,175.00000000000003,45.0,150.0,105.0,ankit,20131213,Youth,Indian,Male
1149,51,126.56862745098039,0.10304553926800533,-1.8612336625352854,75.0,30.0,94.99478931054757,25.0,260.0,30.0,220.0,190.0,anonymous,20071014,Youth,American,Male
1150,77,173.7012987012987,0.18309210651355892,-1.1570944013692481,140.0,135.0,71.13368883043438,35.0,275.0,130.0,260.0,130.0,anonymous,20071020,Unknown,Other,not_specified
1151,180,101.02777777777777,-0.7311438527549042,2.069800251291001,110.0,120.0,30.879232603366937,25.0,205.00000000000003,98.75,120.0,21.25,anonymous,20071023,Adult,Other,Male
1154,89,92.58426966292134,-2.09071225788018,5.9531524675576275,95.0,100.0,16.542630654191303,25.0,125.0,90.0,100.0,10.0,anonymous,20071027,Adult,American,Male
1156,115,117.69565217391305,1.4233609775380789,2.70124074565367,105.0,100.0,46.4584290874145,25.0,270.0,95.0,127.5,32.5,anonymous,20071105,Adult,American,Male
1164,23,182.82608695652175,-0.07007122635572398,-1.0298485583334929,185.0,160.0,28.08473540820637,125.0,235.00000000000003,160.0,205.00000000000003,45.00000000000003,anonymous,20071118,Adult,Other,Male
1166,157,96.82377919320594,2.201186240779321,6.671418167379912,90.0,90.0,34.324346122597646,25.0,245.0,85.0,95.0,10.0,anonymous,20071125,Adult,American,Male
1171,21,146.42857142857142,-0.03281291477018461,-1.3676171978465301,125.0,35.0,78.43928281438691,25.0,250.0,100.0,235.00000000000003,135.00000000000003,anonymous,20071209,Adult,Other,Male
1172,60,198.75,-1.075972302447113,-0.666475056439193,235.00000000000003,240.0,70.24139923625289,70.0,270.0,176.25,240.0,63.75,anonymous,20071220,Adult,American,Male
1173,61,137.45901639344262,1.6769726418666073,1.3523740771619233,115.0,115.0,49.58535405477545,90.0,275.0,115.0,120.0,5.0,anonymous,20071225,Adult,Other,Male
1174,29,84.44519118883575,0.5011530701744399,-1.2196106537377904,70.0,25.0,56.89584006069562,22.95552367288379,190.0,30.0,140.0,110.0,anonymous,20071227,Adult,Other,Male
1175,109,103.30275229357798,0.8452697351543437,0.56716361074669,100.0,95.0,53.38204085647964,25.0,245.0,80.0,115.0,35.0,anonymous,20071228,Adult,Other,Male
1176,159,120.9119496855346,-4.327851847626527,50.17173975151128,120.0,120.0,9.108972456737051,35.0,160.0,120.0,120.0,0.0,anonymous,20080102,Adult,British,Male
1179,80,131.6875,0.3165507892641826,-0.754828057507305,112.5,95.0,50.68249050461116,30.0,250.0,95.0,171.25,76.25,anonymous,20080119,Adult,American,Male
1180,68,111.51261524423815,0.594215074743611,4.853634472084137,115.0,130.0,32.76755809467795,30.0,255.0,105.0,125.0,20.0,anonymous,20080119,Adult,European,Male
1183,88,127.09753787878786,-0.4269136783159095,-1.1328920414732444,145.0,180.0,54.41193918509433,25.0,200.0,90.0,175.00000000000003,85.00000000000003,anonymous,20080127,Adult,Other,Male
1184,89,121.09939685782383,0.24897786788464746,-0.5919683318933351,110.0,95.0,61.44079833116666,20.833333333333332,275.0,85.0,170.0,85.0,anonymous,20080127,Adult,Other,Male
1186,59,190.15326361341508,-1.1313852689170276,0.3377986038410552,215.0,215.0,67.34006027097986,25.0,270.0,160.0,235.00000000000003,75.00000000000003,anonymous,20080204,Adult,European,Male
1187,175,95.50857142857143,1.2487210529379642,3.886703565743196,90.0,85.0,26.90148558222412,24.0,190.0,85.0,105.0,20.0,anonymous,20080204,Adult,American,Male
1189,135,117.82716049382715,1.0819509980812259,0.27368767289762186,105.0,105.0,43.620734524014736,25.0,245.0,90.0,120.0,30.0,anonymous,20080215,Adult,British,Male
1191,177,132.25988700564972,2.6552480526971096,6.024243969232156,120.0,120.0,29.858048834664682,110.0,255.0,120.0,125.0,5.0,anonymous,20080220,Youth,European,Male
1192,24,106.74972137314165,-1.2279165162171428,2.6956897645243503,107.5,95.0,25.113524398720415,23.42606149341142,140.0,95.0,122.5,27.5,anonymous,20080224,Youth,American,Male
1193,127,156.5748031496063,1.029083468046604,-0.4144302499015522,130.0,120.0,52.92507252830746,75.0,275.0,120.0,182.5,62.5,anonymous,20080225,Adult,American,Male
1194,128,146.97916666666666,0.218380332040915,-0.8074463791797446,125.0,105.0,56.485137394962386,25.0,265.0,110.0,205.00000000000003,95.00000000000003,anonymous,20080225,Adult,Other,Male
1195,131,87.41730279898219,-0.91215784207386,-0.28721859766117896,95.0,100.0,32.934776150556694,25.0,145.0,85.0,105.0,20.0,anonymous,20080227,Youth,American,Male
1196,73,121.36986301369863,1.8546905160624194,8.4731534863138,115.0,110.0,30.20773141047729,25.0,270.0,110.0,125.0,15.0,anonymous,20080228,Adult,Other,Male
1197,113,209.2730720606827,-0.8911156537729022,0.7926609380083276,205.00000000000003,190.0,46.3451046200162,70.0,275.0,190.0,250.0,60.0,anonymous,20080229,Adult,Other,Male
1198,63,216.42857142857142,-1.0005103015039125,0.35891418461654956,220.0,265.0,52.03347954151518,85.0,275.0,185.0,265.0,80.0,anonymous,20080303,Adult,European,Male
1199,83,194.4578313253012,-0.7772224794278343,1.130883680078079,195.0,195.0,33.03896976310995,105.0,270.0,182.5,210.0,27.5,anonymous,20080314,Unknown,Other,not_specified
1200,28,162.32142857142858,0.706250959713056,1.850254594568825,147.5,145.0,46.98940121485495,40.0,275.0,140.0,170.0,30.0,anonymous,20080314,Adult,Other,Male
1201,77,124.5238095238095,0.7437848854143481,1.0805030099162662,115.0,105.0,49.95297727019963,25.0,270.0,105.0,135.0,30.0,anonymous,20080315,Adult,Australian,Male
1202,36,189.58333333333334,-2.039642692808169,3.845025165951487,200.0,205.00000000000003,46.65736514444662,40.0,245.0,185.0,211.25,26.25,anonymous,20080316,Adult,Other,Male
1203,14,189.7619047619048,-0.27961556343408395,-0.2735874938237859,197.5,120.0,38.02597870784317,120.0,260.0,170.0,208.75,38.75,anonymous,20080317,Youth,European,Male
1204,130,140.5,1.229614415602448,0.6071544709451024,125.0,125.0,47.10809990779799,40.0,275.0,115.0,135.0,20.0,anonymous,20080317,Adult,Other,Male
1205,101,112.77227722772277,0.3956800740655278,6.233761174100712,115.0,120.0,30.06984647602082,25.0,240.0,105.0,120.0,15.0,anonymous,20080318,Unknown,Other,not_specified
1206,94,134.3243717852854,0.7328636357569631,2.0100365332957697,135.0,140.0,22.952179806190813,68.15761448349308,210.0,120.0,145.0,25.0,anonymous,20080318,Adult,American,Male
1207,214,100.11682242990655,-0.32513506762676175,0.08157493493087475,100.0,120.0,22.40473909306426,35.0,150.0,80.0,120.0,40.0,anonymous,20080320,Adult,British,Male
1208,115,140.12422360248448,1.605308314923378,2.07753979631325,125.0,125.0,48.3519209516251,25.0,275.0,115.0,135.0,20.0,anonymous,20080321,Unknown,Other,not_specified
1209,50,178.0,-1.1895357702213638,0.32536551755925514,190.0,165.0,71.75653280364095,25.0,275.0,165.0,228.75,63.75,anonymous,20080324,Adult,Other,Female
1210,32,216.5625,-0.32802506646481583,-0.997250137124515,222.5,235.00000000000003,29.82861199838169,160.0,265.0,190.0,240.0,50.0,anonymous,20080324,Adult,Other,Female
1211,140,119.83333333333331,0.5704234756514771,0.47178136418200234,110.0,110.0,41.872017780564065,25.0,230.0,100.0,130.0,30.0,anonymous,20080328,Youth,American,Male
1212,176,120.0284090909091,0.3610937910342312,0.04711729555725075,110.0,95.0,45.19894101282827,25.0,230.0,95.0,135.0,40.0,anonymous,20080328,Youth,American,Male
1213,225,101.94328042328041,0.18277668708284367,4.566918328949,110.0,110.0,33.78060866258535,25.0,255.0,100.0,115.0,15.0,anonymous,20080329,Adult,Other,Male
1214,140,100.95238095238096,-0.2721063277584617,8.881688575871376,100.0,100.0,22.946748963237894,25.0,225.0,95.0,110.0,15.0,anonymous,20080329,Adult,American,Male
1216,129,161.30490956072353,0.33602717729693105,-1.0556556722703312,160.0,120.0,45.05378221640241,90.0,275.0,120.0,200.0,80.0,anonymous,20080403,Adult,British,Male
1217,149,106.01623496222025,1.6079863254342435,22.365881775659012,105.0,100.0,17.273346170951708,21.4190093708166,215.0,100.0,110.0,10.0,anonymous,20080406,Adult,British,Male
1218,98,159.28557083564448,-0.17954890386105593,1.5253244385799682,155.0,145.0,28.723384037808714,44.98594189315839,215.0,145.0,175.00000000000003,30.00000000000003,anonymous,20080406,Adult,British,Male
1219,178,107.38764044943821,1.9778098299830373,5.634685814009016,100.0,100.0,25.65000523566856,70.0,245.0,95.0,113.75,18.75,anonymous,20080407,Youth,American,Male
1220,27,235.55555555555554,-2.6116584012889823,6.38792659480702,250.0,250.0,50.576918563293525,40.0,275.0,245.0,260.0,15.0,anonymous,20080407,Adult,American,Male
1221,59,202.20338983050848,-1.8589485164040074,4.00780266638483,210.0,220.0,45.50350318457219,35.0,275.0,200.0,220.0,20.0,anonymous,20080408,Youth,American,Male
1222,138,157.35507246376812,0.0029311930621780612,-1.5171981943507908,115.0,115.0,89.505873884217,25.0,275.0,110.0,255.0,145.0,anonymous,20080410,Adult,British,Male
1223,94,156.64893617021278,0.15980919364654403,-1.563650177659851,130.0,100.0,54.16379953178443,90.0,275.0,100.0,208.75,108.75,anonymous,20080413,Adult,American,Male
1224,123,156.93957115009746,0.3182586338466467,-1.3205597507758757,140.0,95.0,55.54323478483166,75.0,265.0,100.0,205.00000000000003,105.00000000000003,anonymous,20080413,Adult,American,Male
1225,54,251.0185185185185,0.04616002165434005,-0.8142151036436522,250.0,250.0,15.556933360498475,215.0,275.0,240.0,270.0,30.0,anonymous,20080414,Youth,European,Female
1226,20,202.5,-0.029022268764097303,-1.732457552168831,207.5,275.0,60.218352684210814,130.0,275.0,135.0,267.5,132.5,anonymous,20080415,Adult,European,Male
1229,104,173.60576923076923,0.7502034740290429,-1.3103937837662682,140.0,135.0,51.37277381836511,125.0,275.0,135.0,235.00000000000003,100.00000000000003,anonymous,20080419,Youth,American,Male
1230,139,216.69544364508394,-0.5715576945980942,0.17137814631542048,215.0,210.0,37.82699652219707,120.0,275.0,200.0,247.5,47.5,anonymous,20080425,Adult,American,Male
1231,128,159.24665178571428,0.5696589875329111,-0.7114144675966605,145.0,120.0,53.27427322011346,45.0,270.0,120.0,202.5,82.5,anonymous,20080425,Adult,Other,Male
1232,36,104.71795169131907,1.0930159690657242,-0.2731689643308277,82.5,40.0,69.9336430536741,35.0,260.0,45.0,105.0,60.0,anonymous,20080426,Adult,British,Male
1233,52,140.81677723097494,0.13851936529032582,-1.220863618078986,130.0,200.0,67.24536232932054,40.0,275.0,78.42983556298773,200.0,121.57016443701227,anonymous,20080426,Adult,British,Male
1234,50,154.389491900838,-0.1452384169940779,-1.3736495455662663,185.0,205.00000000000003,72.01896646807305,35.0,275.0,85.0,208.75,123.75,anonymous,20080426,Adult,British,Male
1235,90,150.72222222222223,1.0842443821069248,-0.14277051287991416,120.0,120.0,43.03461856531005,120.0,270.0,120.0,190.0,70.0,anonymous,20080428,Adult,American,Male
1237,37,109.05405405405405,1.4646599266206137,4.613476928697631,105.0,105.0,44.09507292813584,25.0,265.0,95.0,120.0,25.0,anonymous,20080505,Adult,Other,Male
1238,47,117.76595744680851,1.0339990068654252,1.4280882564288602,110.0,105.0,45.672382253163015,25.0,240.0,95.0,122.5,27.5,anonymous,20080505,Adult,Other,Male
1239,34,121.49019607843138,0.3974466271627334,-1.0055073729783046,100.0,95.0,74.74497973366766,24.0,255.0,90.0,185.0,95.0,anonymous,20080505,Adult,Other,Male
1240,86,113.91472868217053,1.7069864226352227,10.768690966505915,110.0,105.0,27.96588850755194,35.0,265.0,105.0,120.0,15.0,anonymous,20080510,Adult,American,Male
1241,89,149.38202247191012,-3.0609153777393447,12.500885667160983,155.0,145.0,21.875801426334963,40.0,180.0,145.0,160.0,15.0,anonymous,20080510,Adult,European,Male
1242,132,113.34848484848484,1.344607884068331,0.9509865249405793,95.0,90.0,42.33738673898206,32.0,245.0,88.75,121.25000000000001,32.500000000000014,anonymous,20080511,Adult,American,Male
1243,61,127.04918032786885,0.3941430906880906,-0.09772681554401075,120.0,120.0,67.22470911593132,25.0,270.0,110.0,120.00000000000001,10.000000000000014,anonymous,20080516,Adult,Australian,Male
1244,65,215.6793867259241,-0.09473985968590361,-0.2964453057789984,205.00000000000003,205.00000000000003,31.11917733971284,150.0,275.0,205.00000000000003,248.0,42.99999999999997,anonymous,20080516,Adult,British,Male
1245,65,125.61538461538461,2.0000153146048,7.786239674468163,120.0,115.0,30.67832725742408,25.0,245.0,115.0,125.0,10.0,anonymous,20080517,Adult,European,Male
1246,41,215.97560975609755,-0.375750459801236,-1.6173821535943087,235.00000000000003,155.0,49.054716988017965,125.0,275.0,160.0,260.0,100.0,anonymous,20080517,Adult,American,Male
1247,53,168.58490566037736,0.4082908582072622,-1.6228624112238959,135.0,115.0,57.21011718227789,110.0,270.0,115.0,230.0,115.0,anonymous,20080517,Adult,European,Male
1249,129,103.70801033591731,1.1395556432489184,5.182328951033211,105.0,105.0,38.964990309981,25.0,275.0,90.0,115.0,25.0,anonymous,20080520,Adult,American,Male
1250,164,113.17073170731707,1.412035208654955,4.659635969898667,105.0,105.0,40.17122039775605,25.0,270.0,95.0,120.0,25.0,anonymous,20080520,Adult,American,Male
1251,161,109.4214729370009,1.4438234975457913,5.26147067506453,105.0,100.0,36.648065364395876,22.857142857142858,260.0,95.0,120.0,25.0,anonymous,20080520,Adult,American,Male
1252,203,114.01243255923059,1.0624974272933845,3.8075424294249194,110.0,105.0,43.102872713623306,22.857142857142858,275.0,100.0,125.0,25.0,anonymous,20080520,Adult,American,Male
1253,130,107.8,1.183821313716344,7.074767686160989,105.0,105.0,33.96455165655465,24.0,270.0,95.0,120.0,25.0,anonymous,20080520,Adult,American,Male
1255,25,187.4,-2.0230266988206584,7.237952018918987,185.0,185.0,41.25821130393319,25.0,255.0,175.00000000000003,200.0,24.99999999999997,anonymous,20080521,Adult,European,Female
1257,68,214.4642857142857,-0.8363193780055557,0.545807418727752,220.0,210.0,30.16246897742169,120.0,270.0,208.75,230.0,21.25,anonymous,20080524,Adult,Australian,Male
1258,134,111.45522388059702,1.9897602876202147,7.500808880338042,105.0,105.0,27.357668485268942,30.0,245.0,96.25,115.0,18.75,anonymous,20080526,Adult,American,Male
1259,60,156.17460317460316,-0.19730983855521705,-1.4645492706789287,182.5,275.0,89.18613353382932,25.0,275.0,63.75,240.0,176.25,anonymous,20080527,Adult,American,Male
1260,51,154.11204481792717,-0.24916427270339112,-1.4084516609898183,180.0,180.0,87.73167153004765,24.0,275.0,45.0,235.0,190.0,anonymous,20080527,Adult,American,Male
1262,164,150.9451219512195,0.2109959262277216,-0.845516726803075,140.0,120.0,38.7596176968958,45.0,235.00000000000003,120.0,185.0,65.0,anonymous,20080602,Adult,American,Male
